AÑO,O,D,OPERACIÓN,TIPO DE CARGA,PRODUCTO,CARGA (TON/AÑO),ORIGEN_PROVINCIA,DESTINO_PROVINCIA,ORIGEN_REGION,DESTINO_REGION
2030,10,17,Importación,CONTENEDOR,Alimentos y bebidas,"10.384,4",San Antonio,Cachapoal,Valparaíso,Libertador General Bernardo O'Higgins
2030,10,17,Importación,NO CONTENEDOR,Alimentos y bebidas,"43,1",San Antonio,Cachapoal,Valparaíso,Libertador General Bernardo O'Higgins
2030,10,17,Importación,CONTENEDOR,Otros productos,"47.402,8",San Antonio,Cachapoal,Valparaíso,Libertador General Bernardo O'Higgins
2030,10,17,Importación,NO CONTENEDOR,Otros productos,"5.404,3",San Antonio,Cachapoal,Valparaíso,Libertador General Bernardo O'Higgins
2030,10,18,Importación,CONTENEDOR,Alimentos y bebidas,"12.579,4",San Antonio,Santiago,Valparaíso,Santiago
2030,10,18,Importación,NO CONTENEDOR,Alimentos y bebidas,"52,2",San Antonio,Santiago,Valparaíso,Santiago
2030,10,18,Importación,CONTENEDOR,Frutas,79.917,San Antonio,Santiago,Valparaíso,Santiago
2030,10,18,Importación,NO CONTENEDOR,Frutas,"2,9",San Antonio,Santiago,Valparaíso,Santiago
2030,10,18,Importación,CONTENEDOR,Manufacturas,"50.253,4",San Antonio,Santiago,Valparaíso,Santiago
2030,10,18,Importación,NO CONTENEDOR,Manufacturas,"2.324,1",San Antonio,Santiago,Valparaíso,Santiago
2030,10,18,Importación,CONTENEDOR,Productos químicos,"15.057,5",San Antonio,Santiago,Valparaíso,Santiago
2030,10,18,Importación,NO CONTENEDOR,Productos químicos,"8.025,5",San Antonio,Santiago,Valparaíso,Santiago
2030,10,19,Importación,CONTENEDOR,Productos químicos,"15.057,5",San Antonio,Santiago,Valparaíso,Santiago
2030,10,19,Importación,NO CONTENEDOR,Productos químicos,"8.025,5",San Antonio,Santiago,Valparaíso,Santiago
2030,10,21,Importación,CONTENEDOR,Manufacturas,"18.544,3",San Antonio,Santiago,Valparaíso,Santiago
2030,10,21,Importación,NO CONTENEDOR,Manufacturas,2,San Antonio,Santiago,Valparaíso,Santiago
2030,10,21,Importación,CONTENEDOR,Maquinarias y vehículos,"16.638,9",San Antonio,Santiago,Valparaíso,Santiago
2030,10,21,Importación,NO CONTENEDOR,Maquinarias y vehículos,"2.972,2",San Antonio,Santiago,Valparaíso,Santiago
2030,10,21,Importación,CONTENEDOR,Productos químicos,"21.296,6",San Antonio,Santiago,Valparaíso,Santiago
2030,10,21,Importación,NO CONTENEDOR,Productos químicos,"102,1",San Antonio,Santiago,Valparaíso,Santiago
2030,10,22,Importación,CONTENEDOR,Otros productos silvoagropecuarios,"9.451,7",San Antonio,Santiago,Valparaíso,Santiago
2030,10,22,Importación,NO CONTENEDOR,Otros productos silvoagropecuarios,"1.034,3",San Antonio,Santiago,Valparaíso,Santiago
2030,10,22,Importación,CONTENEDOR,Productos químicos,27.491,San Antonio,Santiago,Valparaíso,Santiago
2030,10,22,Importación,NO CONTENEDOR,Productos químicos,"19.383,4",San Antonio,Santiago,Valparaíso,Santiago
2030,10,22,Importación,CONTENEDOR,Materiales de Construcción,181.395,San Antonio,Santiago,Valparaíso,Santiago
2030,10,22,Importación,NO CONTENEDOR,Materiales de Construcción,"1.535,6",San Antonio,Santiago,Valparaíso,Santiago
2030,10,23,Importación,CONTENEDOR,Otros productos silvoagropecuarios,"99,6",San Antonio,Santiago,Valparaíso,Santiago
2030,10,23,Importación,NO CONTENEDOR,Otros productos silvoagropecuarios,"26.220,3",San Antonio,Santiago,Valparaíso,Santiago
2030,10,23,Importación,CONTENEDOR,Manufacturas,"18.548,8",San Antonio,Santiago,Valparaíso,Santiago
2030,10,23,Importación,CONTENEDOR,Maquinarias y vehículos,"21.281,9",San Antonio,Santiago,Valparaíso,Santiago
2030,10,23,Importación,NO CONTENEDOR,Maquinarias y vehículos,"108,2",San Antonio,Santiago,Valparaíso,Santiago
2030,10,25,Importación,CONTENEDOR,Materiales de Construcción,"193.482,1",San Antonio,Santiago,Valparaíso,Santiago
2030,10,25,Importación,NO CONTENEDOR,Materiales de Construcción,"72.172,4",San Antonio,Santiago,Valparaíso,Santiago
2030,10,26,Importación,CONTENEDOR,Productos químicos,"8.829,8",San Antonio,Santiago,Valparaíso,Santiago
2030,10,26,Importación,NO CONTENEDOR,Productos químicos,"15.934,5",San Antonio,Santiago,Valparaíso,Santiago
2030,10,27,Importación,CONTENEDOR,Alimentos y bebidas,12.540,San Antonio,Santiago,Valparaíso,Santiago
2030,10,27,Importación,NO CONTENEDOR,Alimentos y bebidas,"482,3",San Antonio,Santiago,Valparaíso,Santiago
2030,10,27,Importación,CONTENEDOR,Manufacturas,"18.544,3",San Antonio,Santiago,Valparaíso,Santiago
2030,10,27,Importación,NO CONTENEDOR,Manufacturas,2,San Antonio,Santiago,Valparaíso,Santiago
2030,10,29,Importación,CONTENEDOR,Materiales de Construcción,"64.494,1",San Antonio,Santiago,Valparaíso,Santiago
2030,10,29,Importación,NO CONTENEDOR,Materiales de Construcción,"24.057,5",San Antonio,Santiago,Valparaíso,Santiago
2030,10,31,Importación,CONTENEDOR,Alimentos y bebidas,"48.288,4",San Antonio,Santiago,Valparaíso,Santiago
2030,10,31,Importación,NO CONTENEDOR,Alimentos y bebidas,"1.442,1",San Antonio,Santiago,Valparaíso,Santiago
2030,10,31,Importación,CONTENEDOR,Otros productos,"110.473,2",San Antonio,Santiago,Valparaíso,Santiago
2030,10,31,Importación,NO CONTENEDOR,Otros productos,"12.594,9",San Antonio,Santiago,Valparaíso,Santiago
2030,10,31,Importación,CONTENEDOR,Manufacturas,"17.826,8",San Antonio,Santiago,Valparaíso,Santiago
2030,10,31,Importación,NO CONTENEDOR,Manufacturas,"6,8",San Antonio,Santiago,Valparaíso,Santiago
2030,10,31,Importación,CONTENEDOR,Maquinarias y vehículos,"5.144,9",San Antonio,Santiago,Valparaíso,Santiago
2030,10,31,Importación,NO CONTENEDOR,Maquinarias y vehículos,"22.290,3",San Antonio,Santiago,Valparaíso,Santiago
2030,10,31,Importación,CONTENEDOR,Materiales de Construcción,62.039,San Antonio,Santiago,Valparaíso,Santiago
2030,10,31,Importación,NO CONTENEDOR,Materiales de Construcción,"23.141,7",San Antonio,Santiago,Valparaíso,Santiago
2030,10,32,Importación,CONTENEDOR,Alimentos y bebidas,"12.584,2",San Antonio,Santiago,Valparaíso,Santiago
2030,10,32,Importación,CONTENEDOR,Manufacturas,37.020,San Antonio,Santiago,Valparaíso,Santiago
2030,10,32,Importación,NO CONTENEDOR,Manufacturas,"33,4",San Antonio,Santiago,Valparaíso,Santiago
2030,10,33,Importación,CONTENEDOR,Manufacturas,18.510,San Antonio,Santiago,Valparaíso,Santiago
2030,10,33,Importación,NO CONTENEDOR,Manufacturas,"16,7",San Antonio,Santiago,Valparaíso,Santiago
2030,10,34,Importación,CONTENEDOR,Otros productos silvoagropecuarios,"9.451,7",San Antonio,Santiago,Valparaíso,Santiago
2030,10,34,Importación,NO CONTENEDOR,Otros productos silvoagropecuarios,"1.034,3",San Antonio,Santiago,Valparaíso,Santiago
2030,10,34,Importación,CONTENEDOR,Manufacturas,37.089,San Antonio,Santiago,Valparaíso,Santiago
2030,10,34,Importación,NO CONTENEDOR,Manufacturas,"3,7",San Antonio,Santiago,Valparaíso,Santiago
2030,10,35,Importación,CONTENEDOR,Alimentos y bebidas,"5.353,4",San Antonio,Santiago,Valparaíso,Santiago
2030,10,35,Importación,NO CONTENEDOR,Alimentos y bebidas,"69.852,2",San Antonio,Santiago,Valparaíso,Santiago
2030,10,35,Importación,CONTENEDOR,Otros productos,"9.899,4",San Antonio,Santiago,Valparaíso,Santiago
2030,10,35,Importación,NO CONTENEDOR,Otros productos,"21.640,4",San Antonio,Santiago,Valparaíso,Santiago
2030,10,35,Importación,CONTENEDOR,Manufacturas,"34.531,5",San Antonio,Santiago,Valparaíso,Santiago
2030,10,35,Importación,NO CONTENEDOR,Manufacturas,"50,6",San Antonio,Santiago,Valparaíso,Santiago
2030,10,36,Importación,CONTENEDOR,Manufacturas,"17.520,5",San Antonio,Santiago,Valparaíso,Santiago
2030,10,36,Importación,NO CONTENEDOR,Manufacturas,"443,1",San Antonio,Santiago,Valparaíso,Santiago
2030,10,37,Importación,CONTENEDOR,Carne y pesca,"62.887,4",San Antonio,Santiago,Valparaíso,Santiago
2030,10,37,Importación,NO CONTENEDOR,Carne y pesca,"30,5",San Antonio,Santiago,Valparaíso,Santiago
2030,10,37,Importación,CONTENEDOR,Maquinarias y vehículos,"21.356,6",San Antonio,Santiago,Valparaíso,Santiago
2030,10,37,Importación,NO CONTENEDOR,Maquinarias y vehículos,"62,1",San Antonio,Santiago,Valparaíso,Santiago
2030,10,38,Importación,CONTENEDOR,Alimentos y bebidas,"5.100,9",San Antonio,Santiago,Valparaíso,Santiago
2030,10,38,Importación,NO CONTENEDOR,Alimentos y bebidas,"66.557,4",San Antonio,Santiago,Valparaíso,Santiago
2030,10,39,Importación,CONTENEDOR,Maquinarias y vehículos,"2.674,2",San Antonio,Santiago,Valparaíso,Santiago
2030,10,39,Importación,NO CONTENEDOR,Maquinarias y vehículos,"11.586,2",San Antonio,Santiago,Valparaíso,Santiago
2030,10,39,Importación,CONTENEDOR,Materiales de Construcción,"64.494,1",San Antonio,Santiago,Valparaíso,Santiago
2030,10,39,Importación,NO CONTENEDOR,Materiales de Construcción,"24.057,5",San Antonio,Santiago,Valparaíso,Santiago
2030,10,40,Importación,CONTENEDOR,Frutas,"39.958,4",San Antonio,Santiago,Valparaíso,Santiago
2030,10,40,Importación,NO CONTENEDOR,Frutas,"1,4",San Antonio,Santiago,Valparaíso,Santiago
2030,10,40,Importación,CONTENEDOR,Maquinarias y vehículos,"21.281,9",San Antonio,Santiago,Valparaíso,Santiago
2030,10,40,Importación,NO CONTENEDOR,Maquinarias y vehículos,"108,2",San Antonio,Santiago,Valparaíso,Santiago
2030,10,42,Importación,CONTENEDOR,Alimentos y bebidas,12.540,San Antonio,Santiago,Valparaíso,Santiago
2030,10,42,Importación,NO CONTENEDOR,Alimentos y bebidas,"482,3",San Antonio,Santiago,Valparaíso,Santiago
2030,10,42,Importación,CONTENEDOR,Otros productos,"57.422,7",San Antonio,Santiago,Valparaíso,Santiago
2030,10,42,Importación,NO CONTENEDOR,Otros productos,"6.546,7",San Antonio,Santiago,Valparaíso,Santiago
2030,10,42,Importación,CONTENEDOR,Manufacturas,"36.918,4",San Antonio,Santiago,Valparaíso,Santiago
2030,10,42,Importación,NO CONTENEDOR,Manufacturas,"77,3",San Antonio,Santiago,Valparaíso,Santiago
2030,10,42,Importación,CONTENEDOR,Maquinarias y vehículos,"42.324,6",San Antonio,Santiago,Valparaíso,Santiago
2030,10,42,Importación,NO CONTENEDOR,Maquinarias y vehículos,364,San Antonio,Santiago,Valparaíso,Santiago
2030,10,43,Importación,CONTENEDOR,Productos químicos,"5.140,2",San Antonio,Santiago,Valparaíso,Santiago
2030,10,43,Importación,NO CONTENEDOR,Productos químicos,"20.620,1",San Antonio,Santiago,Valparaíso,Santiago
2030,10,44,Importación,CONTENEDOR,Otros productos,75.830,San Antonio,Santiago,Valparaíso,Santiago
2030,10,44,Importación,NO CONTENEDOR,Otros productos,"11,8",San Antonio,Santiago,Valparaíso,Santiago
2030,10,44,Importación,CONTENEDOR,Manufacturas,"18.548,9",San Antonio,Santiago,Valparaíso,Santiago
2030,10,45,Importación,CONTENEDOR,Alimentos y bebidas,25.080,San Antonio,Santiago,Valparaíso,Santiago
2030,10,45,Importación,NO CONTENEDOR,Alimentos y bebidas,"964,6",San Antonio,Santiago,Valparaíso,Santiago
2030,10,46,Importación,CONTENEDOR,Materiales de Construcción,"182.487,1",San Antonio,Santiago,Valparaíso,Santiago
2030,10,46,Importación,NO CONTENEDOR,Materiales de Construcción,"565,1",San Antonio,Santiago,Valparaíso,Santiago
2030,10,50,Importación,CONTENEDOR,Alimentos y bebidas,"5.737,8",San Antonio,Talagante,Valparaíso,Santiago
2030,10,50,Importación,NO CONTENEDOR,Alimentos y bebidas,"74.868,6",San Antonio,Talagante,Valparaíso,Santiago
2030,10,50,Importación,CONTENEDOR,Otros productos silvoagropecuarios,"19.692,6",San Antonio,Talagante,Valparaíso,Santiago
2030,10,51,Importación,CONTENEDOR,Alimentos y bebidas,"12.584,2",San Antonio,Santiago,Valparaíso,Santiago
2030,10,55,Importación,CONTENEDOR,Otros productos,"39.427,7",San Antonio,Curicó,Valparaíso,Maule
2030,10,55,Importación,NO CONTENEDOR,Otros productos,"52.124,8",San Antonio,Curicó,Valparaíso,Maule
2030,11,6,Exportación,CONTENEDOR,Frutas,"4.713,1",San Antonio,Valparaíso,Valparaíso,Valparaíso
2030,11,6,Exportación,NO CONTENEDOR,Frutas,"1.370,8",San Antonio,Valparaíso,Valparaíso,Valparaíso
2030,11,9,Exportación,CONTENEDOR,Frutas,"5.653,2",San Antonio,San Antonio,Valparaíso,Valparaíso
2030,11,9,Exportación,NO CONTENEDOR,Frutas,"290,7",San Antonio,San Antonio,Valparaíso,Valparaíso
2030,12,6,Exportación,CONTENEDOR,Alimentos y bebidas,"61.351,6",Valparaíso,Valparaíso,Valparaíso,Valparaíso
2030,12,6,Exportación,NO CONTENEDOR,Alimentos y bebidas,416,Valparaíso,Valparaíso,Valparaíso,Valparaíso
2030,12,6,Exportación,CONTENEDOR,Frutas,"3.818,1",Valparaíso,Valparaíso,Valparaíso,Valparaíso
2030,12,6,Exportación,NO CONTENEDOR,Frutas,"1.110,5",Valparaíso,Valparaíso,Valparaíso,Valparaíso
2030,12,6,Exportación,CONTENEDOR,Otros productos,"947,9",Valparaíso,Valparaíso,Valparaíso,Valparaíso
2030,12,6,Exportación,NO CONTENEDOR,Otros productos,"105,2",Valparaíso,Valparaíso,Valparaíso,Valparaíso
2030,12,6,Exportación,CONTENEDOR,Manufacturas,"721,1",Valparaíso,Valparaíso,Valparaíso,Valparaíso
2030,12,6,Exportación,NO CONTENEDOR,Manufacturas,"11,5",Valparaíso,Valparaíso,Valparaíso,Valparaíso
2030,12,6,Exportación,CONTENEDOR,Maquinarias y vehículos,"356,3",Valparaíso,Valparaíso,Valparaíso,Valparaíso
2030,12,6,Exportación,NO CONTENEDOR,Maquinarias y vehículos,"1.733,6",Valparaíso,Valparaíso,Valparaíso,Valparaíso
2030,12,6,Exportación,CONTENEDOR,Productos químicos,"1.777,3",Valparaíso,Valparaíso,Valparaíso,Valparaíso
2030,12,6,Exportación,NO CONTENEDOR,Productos químicos,"6,6",Valparaíso,Valparaíso,Valparaíso,Valparaíso
2030,12,6,Exportación,CONTENEDOR,Materiales de Construcción,"19.381,4",Valparaíso,Valparaíso,Valparaíso,Valparaíso
2030,12,6,Exportación,NO CONTENEDOR,Materiales de Construcción,"785,9",Valparaíso,Valparaíso,Valparaíso,Valparaíso
2030,12,9,Exportación,CONTENEDOR,Alimentos y bebidas,"38.355,3",Valparaíso,San Antonio,Valparaíso,Valparaíso
2030,12,9,Exportación,NO CONTENEDOR,Alimentos y bebidas,"276,1",Valparaíso,San Antonio,Valparaíso,Valparaíso
2030,12,9,Exportación,CONTENEDOR,Frutas,"4.579,6",Valparaíso,San Antonio,Valparaíso,Valparaíso
2030,12,9,Exportación,NO CONTENEDOR,Frutas,"235,5",Valparaíso,San Antonio,Valparaíso,Valparaíso
2030,12,9,Exportación,CONTENEDOR,Cobre y minerales metálicos,"152.969,6",Valparaíso,San Antonio,Valparaíso,Valparaíso
2030,12,9,Exportación,NO CONTENEDOR,Cobre y minerales metálicos,"1.886,2",Valparaíso,San Antonio,Valparaíso,Valparaíso
2030,12,9,Exportación,CONTENEDOR,Otros productos,"2.918,3",Valparaíso,San Antonio,Valparaíso,Valparaíso
2030,12,9,Exportación,NO CONTENEDOR,Otros productos,"37,8",Valparaíso,San Antonio,Valparaíso,Valparaíso
2030,12,9,Exportación,CONTENEDOR,Manufacturas,"1.162,9",Valparaíso,San Antonio,Valparaíso,Valparaíso
2030,12,9,Exportación,NO CONTENEDOR,Manufacturas,"5,2",Valparaíso,San Antonio,Valparaíso,Valparaíso
2030,12,9,Exportación,CONTENEDOR,Maquinarias y vehículos,1.559,Valparaíso,San Antonio,Valparaíso,Valparaíso
2030,12,9,Exportación,NO CONTENEDOR,Maquinarias y vehículos,"5,6",Valparaíso,San Antonio,Valparaíso,Valparaíso
2030,12,9,Exportación,CONTENEDOR,Productos químicos,"15.309,5",Valparaíso,San Antonio,Valparaíso,Valparaíso
2030,12,9,Exportación,NO CONTENEDOR,Productos químicos,"1.269,6",Valparaíso,San Antonio,Valparaíso,Valparaíso
2030,12,9,Exportación,CONTENEDOR,Materiales de Construcción,"5.320,5",Valparaíso,San Antonio,Valparaíso,Valparaíso
2030,12,9,Exportación,NO CONTENEDOR,Materiales de Construcción,"8,7",Valparaíso,San Antonio,Valparaíso,Valparaíso
2030,12,18,Importación,CONTENEDOR,Otros productos silvoagropecuarios,"4.765,4",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,18,Importación,NO CONTENEDOR,Otros productos silvoagropecuarios,41.936,Valparaíso,Santiago,Valparaíso,Santiago
2030,12,18,Importación,CONTENEDOR,Otros productos,"10.967,2",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,18,Importación,NO CONTENEDOR,Otros productos,"89,2",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,18,Importación,CONTENEDOR,Manufacturas,"6.144,2",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,18,Importación,NO CONTENEDOR,Manufacturas,"8,7",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,18,Importación,CONTENEDOR,Maquinarias y vehículos,"13.833,6",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,18,Importación,NO CONTENEDOR,Maquinarias y vehículos,"56,6",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,18,Importación,CONTENEDOR,Materiales de Construcción,"44.685,2",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,18,Importación,NO CONTENEDOR,Materiales de Construcción,"507,1",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,19,Importación,CONTENEDOR,Alimentos y bebidas,"2.389,5",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,19,Importación,CONTENEDOR,Manufacturas,"6.066,2",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,19,Importación,NO CONTENEDOR,Manufacturas,"35,7",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,19,Importación,CONTENEDOR,Materiales de Construcción,"13.311,1",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,19,Importación,NO CONTENEDOR,Materiales de Construcción,"9.915,4",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,21,Importación,CONTENEDOR,Alimentos y bebidas,"1.193,5",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,21,Importación,NO CONTENEDOR,Alimentos y bebidas,"10,6",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,21,Importación,CONTENEDOR,Manufacturas,"30.760,2",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,21,Importación,NO CONTENEDOR,Manufacturas,30,Valparaíso,Santiago,Valparaíso,Santiago
2030,12,21,Importación,CONTENEDOR,Materiales de Construcción,"60.712,2",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,21,Importación,NO CONTENEDOR,Materiales de Construcción,"31.672,7",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,22,Importación,CONTENEDOR,Otros productos silvoagropecuarios,"4.765,4",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,22,Importación,NO CONTENEDOR,Otros productos silvoagropecuarios,"41.935,9",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,22,Importación,CONTENEDOR,Maquinarias y vehículos,"13.833,6",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,22,Importación,NO CONTENEDOR,Maquinarias y vehículos,"56,6",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,22,Importación,CONTENEDOR,Materiales de Construcción,"217.654,7",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,22,Importación,NO CONTENEDOR,Materiales de Construcción,"57.020,6",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,23,Importación,CONTENEDOR,Otros productos,1.090,Valparaíso,Santiago,Valparaíso,Santiago
2030,12,23,Importación,NO CONTENEDOR,Otros productos,"16.282,2",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,23,Importación,CONTENEDOR,Materiales de Construcción,"67.238,4",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,23,Importación,NO CONTENEDOR,Materiales de Construcción,"535,3",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,24,Importación,CONTENEDOR,Manufacturas,"12.277,7",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,24,Importación,NO CONTENEDOR,Manufacturas,"21,1",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,24,Importación,CONTENEDOR,Maquinarias y vehículos,"13.874,4",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,24,Importación,NO CONTENEDOR,Maquinarias y vehículos,"48,3",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,24,Importación,CONTENEDOR,Materiales de Construcción,"24.852,4",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,24,Importación,NO CONTENEDOR,Materiales de Construcción,"21.724,1",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,25,Importación,CONTENEDOR,Alimentos y bebidas,"2.064,1",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,25,Importación,NO CONTENEDOR,Alimentos y bebidas,"2.807,3",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,25,Importación,CONTENEDOR,Materiales de Construcción,"113.132,3",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,25,Importación,NO CONTENEDOR,Materiales de Construcción,"23.904,9",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,26,Importación,CONTENEDOR,Alimentos y bebidas,1.032,Valparaíso,Santiago,Valparaíso,Santiago
2030,12,26,Importación,NO CONTENEDOR,Alimentos y bebidas,"1.403,7",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,26,Importación,CONTENEDOR,Maquinarias y vehículos,"13.833,6",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,26,Importación,NO CONTENEDOR,Maquinarias y vehículos,"56,6",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,26,Importación,CONTENEDOR,Productos químicos,"3.905,2",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,26,Importación,NO CONTENEDOR,Productos químicos,"10,6",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,26,Importación,CONTENEDOR,Materiales de Construcción,"35.890,8",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,26,Importación,NO CONTENEDOR,Materiales de Construcción,"9.915,4",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,27,Importación,CONTENEDOR,Alimentos y bebidas,"3.096,1",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,27,Importación,NO CONTENEDOR,Alimentos y bebidas,4.211,Valparaíso,Santiago,Valparaíso,Santiago
2030,12,27,Importación,CONTENEDOR,Materiales de Construcción,39.630,Valparaíso,Santiago,Valparaíso,Santiago
2030,12,27,Importación,NO CONTENEDOR,Materiales de Construcción,"5.915,2",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,28,Importación,CONTENEDOR,Alimentos y bebidas,"3.096,1",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,28,Importación,NO CONTENEDOR,Alimentos y bebidas,4.211,Valparaíso,Santiago,Valparaíso,Santiago
2030,12,28,Importación,CONTENEDOR,Otros productos silvoagropecuarios,"6.162,6",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,28,Importación,CONTENEDOR,Otros productos,31.704,Valparaíso,Santiago,Valparaíso,Santiago
2030,12,28,Importación,NO CONTENEDOR,Otros productos,2.231,Valparaíso,Santiago,Valparaíso,Santiago
2030,12,28,Importación,CONTENEDOR,Manufacturas,"6.169,4",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,28,Importación,CONTENEDOR,Materiales de Construcción,"69.370,4",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,28,Importación,NO CONTENEDOR,Materiales de Construcción,"22.410,2",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,29,Importación,CONTENEDOR,Manufacturas,6.159,Valparaíso,Santiago,Valparaíso,Santiago
2030,12,29,Importación,NO CONTENEDOR,Manufacturas,"3,6",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,29,Importación,CONTENEDOR,Materiales de Construcción,"26.934,7",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,29,Importación,NO CONTENEDOR,Materiales de Construcción,43.652,Valparaíso,Santiago,Valparaíso,Santiago
2030,12,30,Importación,CONTENEDOR,Alimentos y bebidas,1.032,Valparaíso,Santiago,Valparaíso,Santiago
2030,12,30,Importación,NO CONTENEDOR,Alimentos y bebidas,"1.403,7",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,31,Importación,CONTENEDOR,Alimentos y bebidas,"1.764,8",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,31,Importación,NO CONTENEDOR,Alimentos y bebidas,"5.389,4",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,31,Importación,CONTENEDOR,Otros productos,"31.111,8",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,31,Importación,NO CONTENEDOR,Otros productos,"3.201,9",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,31,Importación,CONTENEDOR,Manufacturas,"18.382,8",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,31,Importación,NO CONTENEDOR,Manufacturas,"43,3",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,31,Importación,CONTENEDOR,Maquinarias y vehículos,"13.833,6",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,31,Importación,NO CONTENEDOR,Maquinarias y vehículos,"56,6",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,31,Importación,CONTENEDOR,Productos químicos,"2.437,3",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,31,Importación,NO CONTENEDOR,Productos químicos,"7.977,9",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,31,Importación,CONTENEDOR,Materiales de Construcción,"104.728,3",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,31,Importación,NO CONTENEDOR,Materiales de Construcción,"105.362,1",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,32,Importación,CONTENEDOR,Materiales de Construcción,"39.801,9",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,32,Importación,NO CONTENEDOR,Materiales de Construcción,"54.042,2",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,33,Importación,CONTENEDOR,Materiales de Construcción,"22.368,3",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,33,Importación,NO CONTENEDOR,Materiales de Construcción,"226,1",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,34,Importación,CONTENEDOR,Alimentos y bebidas,"2.064,1",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,34,Importación,NO CONTENEDOR,Alimentos y bebidas,"2.807,3",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,34,Importación,CONTENEDOR,Manufacturas,"12.210,4",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,34,Importación,NO CONTENEDOR,Manufacturas,"44,4",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,34,Importación,CONTENEDOR,Materiales de Construcción,"22.342,6",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,34,Importación,NO CONTENEDOR,Materiales de Construcción,"253,6",Valparaíso,Santiago,Valparaíso,Santiago
2030,12,35,Importación,CONTENEDOR,Otros productos,"10.370,6",Valparaíso,Santiago,Valparaíso,Santiago
