AÑO,O,D,OPERACIÓN,TIPO DE CARGA,PRODUCTO,CARGA (TON/AÑO),ORIGEN_PROVINCIA,DESTINO_PROVINCIA,ORIGEN_REGION,DESTINO_REGION
2013,26,6,Exportación,CONTENEDOR,Manufacturas,"611,8",Santiago,Valparaíso,Santiago,Valparaíso
2013,26,6,Exportación,NO CONTENEDOR,Manufacturas,"21,2",Santiago,Valparaíso,Santiago,Valparaíso
2013,26,6,Exportación,CONTENEDOR,Maquinarias y vehículos,"138,5",Santiago,Valparaíso,Santiago,Valparaíso
2013,26,6,Exportación,NO CONTENEDOR,Maquinarias y vehículos,"2.358,4",Santiago,Valparaíso,Santiago,Valparaíso
2013,26,6,Exportación,CONTENEDOR,Productos químicos,"443,3",Santiago,Valparaíso,Santiago,Valparaíso
2013,26,6,Exportación,NO CONTENEDOR,Productos químicos,"241,8",Santiago,Valparaíso,Santiago,Valparaíso
2013,26,6,Exportación,CONTENEDOR,Materiales de Construcción,"942,4",Santiago,Valparaíso,Santiago,Valparaíso
2013,26,6,Exportación,NO CONTENEDOR,Materiales de Construcción,"12,9",Santiago,Valparaíso,Santiago,Valparaíso
2013,26,7,Exportación,CONTENEDOR,Alimentos y bebidas,"1.704,7",Santiago,Valparaíso,Santiago,Valparaíso
2013,26,7,Exportación,NO CONTENEDOR,Alimentos y bebidas,"10,3",Santiago,Valparaíso,Santiago,Valparaíso
2013,26,9,Exportación,CONTENEDOR,Alimentos y bebidas,"4.896,1",Santiago,San Antonio,Santiago,Valparaíso
2013,26,9,Exportación,NO CONTENEDOR,Alimentos y bebidas,"159,1",Santiago,San Antonio,Santiago,Valparaíso
2013,26,9,Exportación,CONTENEDOR,Frutas,"309,9",Santiago,San Antonio,Santiago,Valparaíso
2013,26,9,Exportación,NO CONTENEDOR,Frutas,"15,7",Santiago,San Antonio,Santiago,Valparaíso
2013,26,9,Exportación,CONTENEDOR,Otros productos silvoagropecuarios,"1.264,9",Santiago,San Antonio,Santiago,Valparaíso
2013,26,9,Exportación,NO CONTENEDOR,Otros productos silvoagropecuarios,"1,2",Santiago,San Antonio,Santiago,Valparaíso
2013,26,9,Exportación,CONTENEDOR,Otros productos,"4.813,5",Santiago,San Antonio,Santiago,Valparaíso
2013,26,9,Exportación,NO CONTENEDOR,Otros productos,"14.094,1",Santiago,San Antonio,Santiago,Valparaíso
2013,26,9,Exportación,CONTENEDOR,Materiales de Construcción,"12.214,3",Santiago,San Antonio,Santiago,Valparaíso
2013,26,9,Exportación,NO CONTENEDOR,Materiales de Construcción,"42,5",Santiago,San Antonio,Santiago,Valparaíso
2013,26,10,Exportación,CONTENEDOR,Otros productos,"3.877,9",Santiago,San Antonio,Santiago,Valparaíso
2013,26,10,Exportación,NO CONTENEDOR,Otros productos,"102.595,5",Santiago,San Antonio,Santiago,Valparaíso
2013,27,6,Exportación,CONTENEDOR,Alimentos y bebidas,"11.603,4",Santiago,Valparaíso,Santiago,Valparaíso
2013,27,6,Exportación,NO CONTENEDOR,Alimentos y bebidas,"231,4",Santiago,Valparaíso,Santiago,Valparaíso
2013,27,6,Exportación,CONTENEDOR,Otros productos silvoagropecuarios,"1.229,8",Santiago,Valparaíso,Santiago,Valparaíso
2013,27,6,Exportación,CONTENEDOR,Carne y pesca,"893,2",Santiago,Valparaíso,Santiago,Valparaíso
2013,27,6,Exportación,NO CONTENEDOR,Carne y pesca,"6,9",Santiago,Valparaíso,Santiago,Valparaíso
2013,27,6,Exportación,CONTENEDOR,Otros productos,"224,8",Santiago,Valparaíso,Santiago,Valparaíso
2013,27,6,Exportación,NO CONTENEDOR,Otros productos,"9.045,1",Santiago,Valparaíso,Santiago,Valparaíso
2013,27,6,Exportación,CONTENEDOR,Manufacturas,304,Santiago,Valparaíso,Santiago,Valparaíso
2013,27,6,Exportación,NO CONTENEDOR,Manufacturas,15,Santiago,Valparaíso,Santiago,Valparaíso
2013,27,9,Exportación,CONTENEDOR,Alimentos y bebidas,"13.576,2",Santiago,San Antonio,Santiago,Valparaíso
2013,27,9,Exportación,NO CONTENEDOR,Alimentos y bebidas,"376,2",Santiago,San Antonio,Santiago,Valparaíso
2013,27,9,Exportación,CONTENEDOR,Cobre y minerales metálicos,"15.636,5",Santiago,San Antonio,Santiago,Valparaíso
2013,27,9,Exportación,NO CONTENEDOR,Cobre y minerales metálicos,"599,7",Santiago,San Antonio,Santiago,Valparaíso
2013,27,9,Exportación,CONTENEDOR,Otros productos,"5.295,1",Santiago,San Antonio,Santiago,Valparaíso
2013,27,9,Exportación,NO CONTENEDOR,Otros productos,12,Santiago,San Antonio,Santiago,Valparaíso
2013,27,9,Exportación,CONTENEDOR,Productos químicos,"3.066,8",Santiago,San Antonio,Santiago,Valparaíso
2013,27,9,Exportación,NO CONTENEDOR,Productos químicos,10,Santiago,San Antonio,Santiago,Valparaíso
2013,27,10,Exportación,CONTENEDOR,Alimentos y bebidas,"7.850,2",Santiago,San Antonio,Santiago,Valparaíso
2013,27,10,Exportación,NO CONTENEDOR,Alimentos y bebidas,"197,1",Santiago,San Antonio,Santiago,Valparaíso
2013,27,12,Exportación,CONTENEDOR,Alimentos y bebidas,"16.422,3",Santiago,Valparaíso,Santiago,Valparaíso
2013,27,12,Exportación,NO CONTENEDOR,Alimentos y bebidas,"344,7",Santiago,Valparaíso,Santiago,Valparaíso
2013,27,12,Exportación,CONTENEDOR,Otros productos,642,Santiago,Valparaíso,Santiago,Valparaíso
2013,27,12,Exportación,NO CONTENEDOR,Otros productos,"24,4",Santiago,Valparaíso,Santiago,Valparaíso
2013,28,6,Exportación,CONTENEDOR,Alimentos y bebidas,"887,5",Santiago,Valparaíso,Santiago,Valparaíso
2013,28,6,Exportación,NO CONTENEDOR,Alimentos y bebidas,"17,7",Santiago,Valparaíso,Santiago,Valparaíso
2013,28,6,Exportación,CONTENEDOR,Carne y pesca,"2.688,5",Santiago,Valparaíso,Santiago,Valparaíso
2013,28,6,Exportación,NO CONTENEDOR,Carne y pesca,"0,9",Santiago,Valparaíso,Santiago,Valparaíso
2013,28,6,Exportación,CONTENEDOR,Manufacturas,"305,8",Santiago,Valparaíso,Santiago,Valparaíso
2013,28,6,Exportación,NO CONTENEDOR,Manufacturas,"2,3",Santiago,Valparaíso,Santiago,Valparaíso
2013,28,6,Exportación,CONTENEDOR,Materiales de Construcción,"3.445,3",Santiago,Valparaíso,Santiago,Valparaíso
2013,28,6,Exportación,NO CONTENEDOR,Materiales de Construcción,"861,2",Santiago,Valparaíso,Santiago,Valparaíso
2013,28,9,Exportación,CONTENEDOR,Alimentos y bebidas,"1.995,7",Santiago,San Antonio,Santiago,Valparaíso
2013,28,9,Exportación,NO CONTENEDOR,Alimentos y bebidas,"4,1",Santiago,San Antonio,Santiago,Valparaíso
2013,28,9,Exportación,CONTENEDOR,Otros productos silvoagropecuarios,"2.003,3",Santiago,San Antonio,Santiago,Valparaíso
2013,28,9,Exportación,NO CONTENEDOR,Otros productos silvoagropecuarios,"0,9",Santiago,San Antonio,Santiago,Valparaíso
2013,28,9,Exportación,CONTENEDOR,Carne y pesca,"3.742,3",Santiago,San Antonio,Santiago,Valparaíso
2013,28,9,Exportación,NO CONTENEDOR,Carne y pesca,"3,4",Santiago,San Antonio,Santiago,Valparaíso
2013,28,9,Exportación,CONTENEDOR,Otros productos,"1.757,4",Santiago,San Antonio,Santiago,Valparaíso
2013,28,9,Exportación,NO CONTENEDOR,Otros productos,60,Santiago,San Antonio,Santiago,Valparaíso
2013,28,9,Exportación,CONTENEDOR,Manufacturas,"2.108,7",Santiago,San Antonio,Santiago,Valparaíso
2013,28,9,Exportación,NO CONTENEDOR,Manufacturas,"1,9",Santiago,San Antonio,Santiago,Valparaíso
2013,28,9,Exportación,CONTENEDOR,Maquinarias y vehículos,"945,9",Santiago,San Antonio,Santiago,Valparaíso
2013,28,9,Exportación,NO CONTENEDOR,Maquinarias y vehículos,"0,5",Santiago,San Antonio,Santiago,Valparaíso
2013,28,9,Exportación,CONTENEDOR,Materiales de Construcción,"9.622,8",Santiago,San Antonio,Santiago,Valparaíso
2013,28,9,Exportación,NO CONTENEDOR,Materiales de Construcción,"35,3",Santiago,San Antonio,Santiago,Valparaíso
2013,29,6,Exportación,CONTENEDOR,Alimentos y bebidas,"16.110,7",Santiago,Valparaíso,Santiago,Valparaíso
2013,29,6,Exportación,NO CONTENEDOR,Alimentos y bebidas,"302,2",Santiago,Valparaíso,Santiago,Valparaíso
2013,29,6,Exportación,NO CONTENEDOR,Otros productos silvoagropecuarios,"26,1",Santiago,Valparaíso,Santiago,Valparaíso
2013,29,6,Exportación,CONTENEDOR,Carne y pesca,"6.087,7",Santiago,Valparaíso,Santiago,Valparaíso
2013,29,6,Exportación,NO CONTENEDOR,Carne y pesca,"9,5",Santiago,Valparaíso,Santiago,Valparaíso
2013,29,6,Exportación,CONTENEDOR,Cobre y minerales metálicos,"367,9",Santiago,Valparaíso,Santiago,Valparaíso
2013,29,6,Exportación,NO CONTENEDOR,Cobre y minerales metálicos,"3.084,1",Santiago,Valparaíso,Santiago,Valparaíso
2013,29,6,Exportación,CONTENEDOR,Manufacturas,"347,4",Santiago,Valparaíso,Santiago,Valparaíso
2013,29,6,Exportación,NO CONTENEDOR,Manufacturas,"0,5",Santiago,Valparaíso,Santiago,Valparaíso
2013,29,6,Exportación,CONTENEDOR,Materiales de Construcción,"4.228,6",Santiago,Valparaíso,Santiago,Valparaíso
2013,29,6,Exportación,NO CONTENEDOR,Materiales de Construcción,"92,4",Santiago,Valparaíso,Santiago,Valparaíso
2013,29,7,Exportación,CONTENEDOR,Alimentos y bebidas,"3.428,6",Santiago,Valparaíso,Santiago,Valparaíso
2013,29,7,Exportación,NO CONTENEDOR,Alimentos y bebidas,"10,7",Santiago,Valparaíso,Santiago,Valparaíso
2013,29,7,Exportación,CONTENEDOR,Otros productos silvoagropecuarios,"2.951,3",Santiago,Valparaíso,Santiago,Valparaíso
2013,29,7,Exportación,CONTENEDOR,Manufacturas,"179,9",Santiago,Valparaíso,Santiago,Valparaíso
2013,29,7,Exportación,NO CONTENEDOR,Manufacturas,"0,2",Santiago,Valparaíso,Santiago,Valparaíso
2013,29,7,Exportación,CONTENEDOR,Materiales de Construcción,"1.228,9",Santiago,Valparaíso,Santiago,Valparaíso
2013,29,7,Exportación,NO CONTENEDOR,Materiales de Construcción,"35,9",Santiago,Valparaíso,Santiago,Valparaíso
2013,29,8,Exportación,CONTENEDOR,Alimentos y bebidas,"800,5",Santiago,San Antonio,Santiago,Valparaíso
2013,29,8,Exportación,NO CONTENEDOR,Alimentos y bebidas,16,Santiago,San Antonio,Santiago,Valparaíso
2013,29,9,Exportación,CONTENEDOR,Alimentos y bebidas,"2.358,7",Santiago,San Antonio,Santiago,Valparaíso
2013,29,9,Exportación,CONTENEDOR,Carne y pesca,"17.618,8",Santiago,San Antonio,Santiago,Valparaíso
2013,29,9,Exportación,NO CONTENEDOR,Carne y pesca,"88,4",Santiago,San Antonio,Santiago,Valparaíso
2013,29,9,Exportación,CONTENEDOR,Manufacturas,"1.652,1",Santiago,San Antonio,Santiago,Valparaíso
2013,29,9,Exportación,NO CONTENEDOR,Manufacturas,"17,7",Santiago,San Antonio,Santiago,Valparaíso
2013,29,9,Exportación,NO CONTENEDOR,Productos químicos,"7.077,4",Santiago,San Antonio,Santiago,Valparaíso
2013,29,9,Exportación,CONTENEDOR,Materiales de Construcción,"9.419,1",Santiago,San Antonio,Santiago,Valparaíso
2013,29,9,Exportación,NO CONTENEDOR,Materiales de Construcción,"55,4",Santiago,San Antonio,Santiago,Valparaíso
2013,29,10,Exportación,CONTENEDOR,Alimentos y bebidas,"7.850,2",Santiago,San Antonio,Santiago,Valparaíso
2013,29,10,Exportación,NO CONTENEDOR,Alimentos y bebidas,"197,1",Santiago,San Antonio,Santiago,Valparaíso
2013,29,10,Exportación,CONTENEDOR,Manufacturas,"2.208,6",Santiago,San Antonio,Santiago,Valparaíso
2013,29,10,Exportación,NO CONTENEDOR,Manufacturas,"15,5",Santiago,San Antonio,Santiago,Valparaíso
2013,29,12,Exportación,CONTENEDOR,Alimentos y bebidas,"8.211,1",Santiago,Valparaíso,Santiago,Valparaíso
2013,29,12,Exportación,NO CONTENEDOR,Alimentos y bebidas,"172,3",Santiago,Valparaíso,Santiago,Valparaíso
2013,30,6,Exportación,CONTENEDOR,Alimentos y bebidas,"1.030,1",Santiago,Valparaíso,Santiago,Valparaíso
2013,30,6,Exportación,NO CONTENEDOR,Alimentos y bebidas,"20,2",Santiago,Valparaíso,Santiago,Valparaíso
2013,30,6,Exportación,CONTENEDOR,Carne y pesca,"4.150,7",Santiago,Valparaíso,Santiago,Valparaíso
2013,30,6,Exportación,NO CONTENEDOR,Carne y pesca,9,Santiago,Valparaíso,Santiago,Valparaíso
2013,30,6,Exportación,CONTENEDOR,Manufacturas,"355,6",Santiago,Valparaíso,Santiago,Valparaíso
2013,30,6,Exportación,NO CONTENEDOR,Manufacturas,"0,5",Santiago,Valparaíso,Santiago,Valparaíso
2013,30,6,Exportación,CONTENEDOR,Materiales de Construcción,"3.024,9",Santiago,Valparaíso,Santiago,Valparaíso
2013,30,6,Exportación,NO CONTENEDOR,Materiales de Construcción,678,Santiago,Valparaíso,Santiago,Valparaíso
2013,30,7,Exportación,CONTENEDOR,Alimentos y bebidas,3.431,Santiago,Valparaíso,Santiago,Valparaíso
2013,30,7,Exportación,NO CONTENEDOR,Alimentos y bebidas,"9,5",Santiago,Valparaíso,Santiago,Valparaíso
2013,30,9,Exportación,CONTENEDOR,Alimentos y bebidas,"5.872,6",Santiago,San Antonio,Santiago,Valparaíso
2013,30,9,Exportación,NO CONTENEDOR,Alimentos y bebidas,"190,9",Santiago,San Antonio,Santiago,Valparaíso
2013,30,9,Exportación,CONTENEDOR,Otros productos silvoagropecuarios,"3.063,5",Santiago,San Antonio,Santiago,Valparaíso
2013,30,9,Exportación,CONTENEDOR,Carne y pesca,"3.783,3",Santiago,San Antonio,Santiago,Valparaíso
2013,30,9,Exportación,NO CONTENEDOR,Carne y pesca,"34,6",Santiago,San Antonio,Santiago,Valparaíso
2013,30,9,Exportación,CONTENEDOR,Cobre y minerales metálicos,"15.865,3",Santiago,San Antonio,Santiago,Valparaíso
2013,30,9,Exportación,NO CONTENEDOR,Cobre y minerales metálicos,"608,5",Santiago,San Antonio,Santiago,Valparaíso
2013,30,9,Exportación,CONTENEDOR,Otros productos,"1.790,6",Santiago,San Antonio,Santiago,Valparaíso
2013,30,9,Exportación,NO CONTENEDOR,Otros productos,"6,1",Santiago,San Antonio,Santiago,Valparaíso
2013,30,9,Exportación,CONTENEDOR,Manufacturas,"2.133,1",Santiago,San Antonio,Santiago,Valparaíso
2013,30,9,Exportación,NO CONTENEDOR,Manufacturas,"20,9",Santiago,San Antonio,Santiago,Valparaíso
2013,30,9,Exportación,CONTENEDOR,Maquinarias y vehículos,"869,7",Santiago,San Antonio,Santiago,Valparaíso
2013,30,9,Exportación,NO CONTENEDOR,Maquinarias y vehículos,"106,7",Santiago,San Antonio,Santiago,Valparaíso
2013,31,6,Exportación,CONTENEDOR,Alimentos y bebidas,4.742,Santiago,Valparaíso,Santiago,Valparaíso
2013,31,6,Exportación,NO CONTENEDOR,Alimentos y bebidas,"94,2",Santiago,Valparaíso,Santiago,Valparaíso
2013,31,6,Exportación,CONTENEDOR,Otros productos silvoagropecuarios,2.616,Santiago,Valparaíso,Santiago,Valparaíso
2013,31,6,Exportación,CONTENEDOR,Carne y pesca,3.822,Santiago,Valparaíso,Santiago,Valparaíso
2013,31,6,Exportación,NO CONTENEDOR,Carne y pesca,"8,3",Santiago,Valparaíso,Santiago,Valparaíso
2013,31,6,Exportación,CONTENEDOR,Cobre y minerales metálicos,"8.321,6",Santiago,Valparaíso,Santiago,Valparaíso
2013,31,6,Exportación,NO CONTENEDOR,Cobre y minerales metálicos,"1.275,4",Santiago,Valparaíso,Santiago,Valparaíso
2013,31,6,Exportación,CONTENEDOR,Otros productos,"1.466,4",Santiago,Valparaíso,Santiago,Valparaíso
2013,31,6,Exportación,NO CONTENEDOR,Otros productos,12.464,Santiago,Valparaíso,Santiago,Valparaíso
2013,31,6,Exportación,CONTENEDOR,Manufacturas,"2.763,2",Santiago,Valparaíso,Santiago,Valparaíso
2013,31,6,Exportación,NO CONTENEDOR,Manufacturas,"646,6",Santiago,Valparaíso,Santiago,Valparaíso
2013,31,6,Exportación,CONTENEDOR,Maquinarias y vehículos,185,Santiago,Valparaíso,Santiago,Valparaíso
2013,31,6,Exportación,NO CONTENEDOR,Maquinarias y vehículos,"1.193,9",Santiago,Valparaíso,Santiago,Valparaíso
2013,31,6,Exportación,CONTENEDOR,Productos químicos,470,Santiago,Valparaíso,Santiago,Valparaíso
2013,31,6,Exportación,NO CONTENEDOR,Productos químicos,"256,4",Santiago,Valparaíso,Santiago,Valparaíso
2013,31,6,Exportación,CONTENEDOR,Materiales de Construcción,"7.363,3",Santiago,Valparaíso,Santiago,Valparaíso
2013,31,6,Exportación,NO CONTENEDOR,Materiales de Construcción,"1.841,3",Santiago,Valparaíso,Santiago,Valparaíso
2013,31,7,Exportación,CONTENEDOR,Cobre y minerales metálicos,"39.950,5",Santiago,Valparaíso,Santiago,Valparaíso
2013,31,7,Exportación,NO CONTENEDOR,Cobre y minerales metálicos,6.123,Santiago,Valparaíso,Santiago,Valparaíso
2013,31,7,Exportación,CONTENEDOR,Otros productos,515,Santiago,Valparaíso,Santiago,Valparaíso
2013,31,7,Exportación,NO CONTENEDOR,Otros productos,"2.266,3",Santiago,Valparaíso,Santiago,Valparaíso
2013,31,7,Exportación,CONTENEDOR,Manufacturas,"181,7",Santiago,Valparaíso,Santiago,Valparaíso
2013,31,7,Exportación,NO CONTENEDOR,Manufacturas,"0,1",Santiago,Valparaíso,Santiago,Valparaíso
2013,31,7,Exportación,CONTENEDOR,Productos químicos,"471,9",Santiago,Valparaíso,Santiago,Valparaíso
2013,31,7,Exportación,NO CONTENEDOR,Productos químicos,205,Santiago,Valparaíso,Santiago,Valparaíso
2013,31,9,Exportación,CONTENEDOR,Alimentos y bebidas,"26.610,3",Santiago,San Antonio,Santiago,Valparaíso
2013,31,9,Exportación,NO CONTENEDOR,Alimentos y bebidas,"638,6",Santiago,San Antonio,Santiago,Valparaíso
2013,31,9,Exportación,CONTENEDOR,Otros productos silvoagropecuarios,"8.739,7",Santiago,San Antonio,Santiago,Valparaíso
2013,31,9,Exportación,NO CONTENEDOR,Otros productos silvoagropecuarios,"1,1",Santiago,San Antonio,Santiago,Valparaíso
2013,31,9,Exportación,CONTENEDOR,Carne y pesca,"4.648,8",Santiago,San Antonio,Santiago,Valparaíso
2013,31,9,Exportación,NO CONTENEDOR,Carne y pesca,"4,2",Santiago,San Antonio,Santiago,Valparaíso
2013,31,9,Exportación,CONTENEDOR,Cobre y minerales metálicos,"116.544,3",Santiago,San Antonio,Santiago,Valparaíso
2013,31,9,Exportación,NO CONTENEDOR,Cobre y minerales metálicos,"4.469,6",Santiago,San Antonio,Santiago,Valparaíso
2013,31,9,Exportación,CONTENEDOR,Otros productos,"2.193,2",Santiago,San Antonio,Santiago,Valparaíso
2013,31,9,Exportación,CONTENEDOR,Manufacturas,"2.611,5",Santiago,San Antonio,Santiago,Valparaíso
2013,31,9,Exportación,NO CONTENEDOR,Manufacturas,"25,6",Santiago,San Antonio,Santiago,Valparaíso
2013,31,9,Exportación,CONTENEDOR,Maquinarias y vehículos,1.175,Santiago,San Antonio,Santiago,Valparaíso
2013,31,9,Exportación,NO CONTENEDOR,Maquinarias y vehículos,"0,6",Santiago,San Antonio,Santiago,Valparaíso
2013,31,9,Exportación,CONTENEDOR,Productos químicos,"3.817,6",Santiago,San Antonio,Santiago,Valparaíso
2013,31,9,Exportación,NO CONTENEDOR,Productos químicos,"7,2",Santiago,San Antonio,Santiago,Valparaíso
2013,31,9,Exportación,CONTENEDOR,Materiales de Construcción,"11.887,9",Santiago,San Antonio,Santiago,Valparaíso
2013,31,9,Exportación,NO CONTENEDOR,Materiales de Construcción,"81,3",Santiago,San Antonio,Santiago,Valparaíso
2013,32,6,Exportación,CONTENEDOR,Alimentos y bebidas,"2.659,5",Santiago,Valparaíso,Santiago,Valparaíso
2013,32,6,Exportación,NO CONTENEDOR,Alimentos y bebidas,53,Santiago,Valparaíso,Santiago,Valparaíso
2013,32,6,Exportación,CONTENEDOR,Frutas,1.289,Santiago,Valparaíso,Santiago,Valparaíso
2013,32,6,Exportación,NO CONTENEDOR,Frutas,"368,2",Santiago,Valparaíso,Santiago,Valparaíso
2013,32,6,Exportación,CONTENEDOR,Otros productos silvoagropecuarios,"14.628,3",Santiago,Valparaíso,Santiago,Valparaíso
2013,32,6,Exportación,NO CONTENEDOR,Otros productos silvoagropecuarios,"1,1",Santiago,Valparaíso,Santiago,Valparaíso
2013,32,6,Exportación,CONTENEDOR,Carne y pesca,"895,2",Santiago,Valparaíso,Santiago,Valparaíso
2013,32,6,Exportación,NO CONTENEDOR,Carne y pesca,"0,3",Santiago,Valparaíso,Santiago,Valparaíso
2013,32,6,Exportación,CONTENEDOR,Otros productos,"1.240,5",Santiago,Valparaíso,Santiago,Valparaíso
2013,32,6,Exportación,NO CONTENEDOR,Otros productos,"18.268,1",Santiago,Valparaíso,Santiago,Valparaíso
2013,32,6,Exportación,CONTENEDOR,Manufacturas,"910,6",Santiago,Valparaíso,Santiago,Valparaíso
2013,32,6,Exportación,NO CONTENEDOR,Manufacturas,"27,6",Santiago,Valparaíso,Santiago,Valparaíso
2013,32,6,Exportación,CONTENEDOR,Maquinarias y vehículos,"23.893,3",Santiago,Valparaíso,Santiago,Valparaíso
2013,32,6,Exportación,NO CONTENEDOR,Maquinarias y vehículos,"4.897,7",Santiago,Valparaíso,Santiago,Valparaíso
2013,32,6,Exportación,CONTENEDOR,Productos químicos,"722,2",Santiago,Valparaíso,Santiago,Valparaíso
2013,32,6,Exportación,NO CONTENEDOR,Productos químicos,"25,1",Santiago,Valparaíso,Santiago,Valparaíso
2013,32,6,Exportación,CONTENEDOR,Materiales de Construcción,1.876,Santiago,Valparaíso,Santiago,Valparaíso
2013,32,6,Exportación,NO CONTENEDOR,Materiales de Construcción,4,Santiago,Valparaíso,Santiago,Valparaíso
2013,32,7,Exportación,CONTENEDOR,Otros productos silvoagropecuarios,"2.960,9",Santiago,Valparaíso,Santiago,Valparaíso
2013,32,7,Exportación,NO CONTENEDOR,Otros productos silvoagropecuarios,"0,2",Santiago,Valparaíso,Santiago,Valparaíso
2013,32,7,Exportación,CONTENEDOR,Maquinarias y vehículos,"995,8",Santiago,Valparaíso,Santiago,Valparaíso
2013,32,7,Exportación,NO CONTENEDOR,Maquinarias y vehículos,"44,5",Santiago,Valparaíso,Santiago,Valparaíso
2013,32,9,Exportación,CONTENEDOR,Alimentos y bebidas,"4.482,9",Santiago,San Antonio,Santiago,Valparaíso
2013,32,9,Exportación,NO CONTENEDOR,Alimentos y bebidas,"9,3",Santiago,San Antonio,Santiago,Valparaíso
2013,32,9,Exportación,CONTENEDOR,Frutas,"494,7",Santiago,San Antonio,Santiago,Valparaíso
2013,32,9,Exportación,NO CONTENEDOR,Frutas,25,Santiago,San Antonio,Santiago,Valparaíso
2013,32,9,Exportación,CONTENEDOR,Otros productos silvoagropecuarios,"2.239,2",Santiago,San Antonio,Santiago,Valparaíso
2013,32,9,Exportación,NO CONTENEDOR,Otros productos silvoagropecuarios,"2,1",Santiago,San Antonio,Santiago,Valparaíso
2013,32,9,Exportación,CONTENEDOR,Cobre y minerales metálicos,"17.562,2",Santiago,San Antonio,Santiago,Valparaíso
2013,32,9,Exportación,NO CONTENEDOR,Cobre y minerales metálicos,"673,5",Santiago,San Antonio,Santiago,Valparaíso
2013,32,9,Exportación,CONTENEDOR,Otros productos,"10.211,5",Santiago,San Antonio,Santiago,Valparaíso
2013,32,9,Exportación,NO CONTENEDOR,Otros productos,"12.461,9",Santiago,San Antonio,Santiago,Valparaíso
2013,32,9,Exportación,CONTENEDOR,Manufacturas,1.576,Santiago,San Antonio,Santiago,Valparaíso
2013,32,9,Exportación,NO CONTENEDOR,Manufacturas,"9,9",Santiago,San Antonio,Santiago,Valparaíso
2013,32,9,Exportación,CONTENEDOR,Maquinarias y vehículos,"28.684,8",Santiago,San Antonio,Santiago,Valparaíso
2013,32,9,Exportación,NO CONTENEDOR,Maquinarias y vehículos,"15,3",Santiago,San Antonio,Santiago,Valparaíso
2013,32,9,Exportación,CONTENEDOR,Productos químicos,"3.268,6",Santiago,San Antonio,Santiago,Valparaíso
2013,32,9,Exportación,NO CONTENEDOR,Productos químicos,"2.372,5",Santiago,San Antonio,Santiago,Valparaíso
2013,32,9,Exportación,CONTENEDOR,Materiales de Construcción,"8.942,5",Santiago,San Antonio,Santiago,Valparaíso
2013,32,9,Exportación,NO CONTENEDOR,Materiales de Construcción,"69,5",Santiago,San Antonio,Santiago,Valparaíso
2013,32,10,Exportación,CONTENEDOR,Maquinarias y vehículos,"2.348,5",Santiago,San Antonio,Santiago,Valparaíso
2013,32,10,Exportación,NO CONTENEDOR,Maquinarias y vehículos,"0,1",Santiago,San Antonio,Santiago,Valparaíso
2013,33,6,Exportación,CONTENEDOR,Alimentos y bebidas,"1.793,7",Santiago,Valparaíso,Santiago,Valparaíso
2013,33,6,Exportación,NO CONTENEDOR,Alimentos y bebidas,"35,8",Santiago,Valparaíso,Santiago,Valparaíso
2013,33,6,Exportación,CONTENEDOR,Frutas,"269,9",Santiago,Valparaíso,Santiago,Valparaíso
2013,33,6,Exportación,NO CONTENEDOR,Frutas,"77,1",Santiago,Valparaíso,Santiago,Valparaíso
2013,33,6,Exportación,CONTENEDOR,Otros productos silvoagropecuarios,"8.645,7",Santiago,Valparaíso,Santiago,Valparaíso
2013,33,6,Exportación,NO CONTENEDOR,Otros productos silvoagropecuarios,"0,4",Santiago,Valparaíso,Santiago,Valparaíso
2013,33,6,Exportación,CONTENEDOR,Carne y pesca,"897,5",Santiago,Valparaíso,Santiago,Valparaíso
2013,33,6,Exportación,NO CONTENEDOR,Carne y pesca,"6,9",Santiago,Valparaíso,Santiago,Valparaíso
2013,33,6,Exportación,CONTENEDOR,Otros productos,"1.789,1",Santiago,Valparaíso,Santiago,Valparaíso
2013,33,6,Exportación,NO CONTENEDOR,Otros productos,"11.904,5",Santiago,Valparaíso,Santiago,Valparaíso
2013,33,6,Exportación,CONTENEDOR,Manufacturas,"260,7",Santiago,Valparaíso,Santiago,Valparaíso
2013,33,6,Exportación,NO CONTENEDOR,Manufacturas,"171,7",Santiago,Valparaíso,Santiago,Valparaíso
2013,33,6,Exportación,CONTENEDOR,Maquinarias y vehículos,"3.925,4",Santiago,Valparaíso,Santiago,Valparaíso
2013,33,6,Exportación,NO CONTENEDOR,Maquinarias y vehículos,"804,6",Santiago,Valparaíso,Santiago,Valparaíso
2013,33,6,Exportación,CONTENEDOR,Productos químicos,"888,9",Santiago,Valparaíso,Santiago,Valparaíso
2013,33,6,Exportación,NO CONTENEDOR,Productos químicos,"484,9",Santiago,Valparaíso,Santiago,Valparaíso
2013,33,7,Exportación,CONTENEDOR,Maquinarias y vehículos,"330,2",Santiago,Valparaíso,Santiago,Valparaíso
2013,33,7,Exportación,NO CONTENEDOR,Maquinarias y vehículos,"14,7",Santiago,Valparaíso,Santiago,Valparaíso
2013,33,9,Exportación,CONTENEDOR,Manufacturas,"649,6",Santiago,San Antonio,Santiago,Valparaíso
2013,33,9,Exportación,NO CONTENEDOR,Manufacturas,"15,2",Santiago,San Antonio,Santiago,Valparaíso
2013,33,9,Exportación,CONTENEDOR,Maquinarias y vehículos,"10.571,7",Santiago,San Antonio,Santiago,Valparaíso
